year,month,day,weekday,sub_city,woreda,fire_type,cause_type,property_damage,water_used,personnel,distance_km,response_minutes,severity
2017,10,10,1,ለሚኩራ,11,የምግብቤት ቃጠሎ,በጀነሬተር የተነሳ,200000.0,18000.0,21.0,5.0,6.0,Medium
2017,11,10,4,አቃቂ,6,የቤትቃጠሎ,አይታወቅም,200000.0,21000.0,21.0,3.0,3.0,Medium
2017,11,10,4,ን/ስልክ,14,የቤትቃጠሎ,አይታወቅም,50000.0,2000.0,6.0,4.0,4.0,Low
2017,11,10,4,አ/ከተማ,6,የጉድጓድ አደጋ,በብየና ስራ ምክንያት,0.0,0.0,50.0,2.0,2.0,Low
2017,11,10,4,የካ,12,የመኖሪያናስቶር ቃጠሎ,አይታወቅም,3000000.0,36000.0,32.0,9.0,10.0,High
2017,12,10,6,ለሚኩራ,2,ፈረስ ጉድጓድ ውስጥመግባት,አይታወቅም,0.0,0.0,15.0,7.0,7.0,Low
2017,12,10,6,አ/ከተማ,8,የሱቅ ቃጠሎ,ኤሌክትሪክ,50000.0,3000.0,14.0,1.0,2.0,Low
2017,10,14,5,አቃቂ,7,የፈርኒቸርተረፈምርት ቃጠሎ,አይታወቅም,100000.0,18000.0,22.0,6.0,5.0,Medium
2017,10,15,6,መ/ኖኖ,ገፈርስ,የመጋዘን ቃጠሎ,ኤሌክትሪክ,50000.0,26500.0,26.0,10.0,10.0,Low
2017,10,15,6,አቃቂ,6,የፔንስዮን ቃጠሎ,አይታወቅም,500000.0,24000.0,24.0,2.0,1.0,Medium
2017,10,16,0,ን/ስልክ,14,ሸእንትቤት ውስጥየገባ ህጻን,አይታወቅም,0.0,0.0,9.0,3.0,3.0,Low
2017,10,16,0,ን/ስልክ,13,የፖል ቃጠሎ,አይታወቅም,20000.0,1000.0,5.0,7.0,8.0,Low
2017,10,16,0,ኦሮሚያ,ሸገርሲቲ,የፖል ቃጠሎ,አይታወቅም,50000.0,6000.0,9.0,20.0,10.0,Low
2017,10,16,0,ለሚኩራ,2,የቤትቃጠሎ,አይታወቅም,3000.0,18000.0,12.0,7.0,9.0,Low
2017,10,16,0,ቡራዩ,0,የቅጠል ክምር ቃጠሎ,አይታወቅም,100000.0,95000.0,50.0,7.0,8.0,Medium
2017,10,18,2,የካ,9,የቤትቃጠሎ,አይታወቅም,200000.0,12000.0,15.0,5.0,6.0,Medium
2017,10,19,3,ኮልፌ,3,የቤትቃጠሎ,ኤሌክትሪክ,100000.0,6000.0,9.0,10.0,7.0,Medium
2017,10,19,3,ኮልፌ,6,የቤትቃጠሎ,አይታወቅም,200000.0,6000.0,12.0,4.0,5.0,Medium
2017,10,20,4,የካ,5,የቤትቃጠሎ,ኤሌክትሪክ,100000.0,6000.0,9.0,3.0,2.0,Medium
2017,10,20,4,የካ,12,የቤትና ሱቅ ቃጠሎ,አይታወቅም,2350000.0,12000.0,11.0,15.0,5.0,High
2017,10,20,4,ቦሌ,3,የሼድ ቃጠሎ,አይታወቅም,2000000.0,288500.0,119.0,3.0,4.0,High
2017,10,20,4,ን/ስልክ,11,የፖል ቃጠሎ,አይታወቅም,10000.0,2000.0,5.0,6.0,7.0,Low
2017,10,21,5,ልደታ,9,የቤትቃጠሎ,ኤሌክትሪክ,1500000.0,25000.0,27.0,3.0,5.0,High
2017,10,21,5,ቂርቆስ,1,የጎርፍ አደጋ,ከባድ ዝናብ,0.0,0.0,4.0,7.0,5.0,Low
2017,10,21,5,ኮልፌ,6,የቤትቃጠሎ,ኤሌክትሪክ,10000.0,3000.0,6.0,5.0,7.0,Low
2017,10,23,0,ቦሌ,14,መብራት የያዘው,ኤሌክትሪክ,0.0,0.0,6.0,4.0,5.0,Low
2017,10,23,0,ቂርቆስ,7,የወደቀዛፍ,አይታወቅም,500000.0,0.0,9.0,2.0,30.0,High
2017,4,24,0,ቦሌ,13,የሱቆች ቃጠሎ,አይታወቅም ,30000.0,24000.0,29.0,4.0,5.0,Low
2017,10,24,1,ሸገርሲቲ,0,የጥጥ ፋብሪካ ቃጠሎ,የማሽ እስፒርክ,400000.0,24000.0,30.0,7.0,7.0,Medium
2017,10,25,2,ቦሌ,4,የህንፃ ቃጠሎ,አይታወቅም ,29000.0,6000.0,6.0,5.0,6.0,Low
2017,10,25,2,ቂርቆስ,1,የጎርፍ አደጋ ,የትቦ መዘጋት ,15000.0,0.0,16.0,5.0,5.0,Low
2017,10,25,2,አ/ከተማ,12,ሽንት ቤት የተጣለ ህፃን ,አይታወቅም ,0.0,0.0,9.0,2.0,2.0,Low
2017,10,27,4,ቦሌ,3,የመኖሪያ ቤት ቃጠሎ,አይታወቅም ,80000.0,6000.0,9.0,5.0,5.0,Low
2017,10,28,5,ሸገር ሲቲ,መልካ ኖኖ,የቤት ቃጠሎ,አይታወቅም ,5000000.0,24000.0,26.0,8.0,15.0,High
2017,10,28,5,ኮልፌ,4,የሬስቶራንት ቃጠሎ,አይታወቅም ,500000.0,6000.0,9.0,1.2,2.0,Medium
2017,10,19,3,ጉለሌ,7,የመኪና መገልበጥ አደጋ ,አይታወቅም ,7500000.0,0.0,53.0,7.0,5.0,High
2017,10,25,2,ጉለሌ,2,እግረኛ መንገድ ላይ የወጣ መኪና ,አይታወቅም,300000.0,0.0,10.0,2.0,3.0,Medium
2017,10,25,2,አ/ከተማ,12,ሽሽንት ቤት የተጣለ ህፃን ,አይታወቅም ,0.0,0.0,9.0,2.0,2.0,Low
2017,10,26,3,ለሚ ኩራ,6,ኩሬ ውሃ ውስጥ የገባ ሰው,አይታወቅም ,0.0,0.0,9.0,10.0,12.0,Low
2017,10,27,4,ለሚኩራ,6,ጉድጓድ የገባ ሰው ,ለዋና ,0.0,0.0,11.0,16.0,17.0,High
2017,10,28,5,አራዳ,7,የመኪና መገልበጥ አደጋ ,አይታወቅም,150000.0,0.0,9.0,3.0,4.0,Medium
2017,6,11,6,ን/ስልክ,14,የኩሬ አደጋ ,ለዋና ,0.0,0.0,3.0,35.0,37.0,High
2017,1,11,2,ቦሌ,5,የትራንስፎመር ቃጠሎ,አይታወቅም,500000.0,3000.0,6.0,1.0,1.0,Medium
2017,1,11,2,ኮልፌ,6,ትራንስፎርመር ቃጠሎ,አይታወቅም,5000.0,40.0,9.0,2.0,4.0,Low
2017,1,11,2,ቂርቆስ,5,ወንዝ ውስጥ የገባ ሰው ,አይታወቅም,0.0,0.0,9.0,1.3,2.0,Low
2017,2,11,5,አ/ከተማ,5,የወፍጮ ቤት ቃጠሎ,አይታወቅም ,150000.0,16000.0,15.0,2.0,3.0,Medium
2017,3,11,5,ልደታ ,9,የሱቅ ቃጠሎ,አይታወቅም ,1500000.0,6000.0,15.0,3.0,2.0,High
2017,3,11,5,አራዳ,8,በሊፍት የተያዘ ሰው,አይታወቅም ,0.0,0.0,9.0,200.0,1.0,Low
2017,3,11,5,ለሚኩራ,3,የጭድ ክምር ቃጠሎ,አይታወቅም ,100000.0,6000.0,6.0,12.0,6.0,Medium
2017,4,11,1,አ/ቃሊቲ,5,የፖል ቃጠሎ,ኤሌክትሪክ,12000.0,1000.0,6.0,4.0,6.0,Low
2017,6,11,6,ን/ስልክ,12,የፕላስቲክ ቃጠሎ,አይታወቅም,90000.0,28000.0,30.0,5.0,6.0,Low
2017,6,11,6,አራዳ,6,የመኪና አደጋ ,አይታወቅም ,100000.0,0.0,7.0,4.0,3.0,Medium
2017,9,11,0,አ/ቃሊቲ,8,None,ኦክስጅን ሲቆርጥ,100000.0,6000.0,11.0,1.0,2.0,Medium
2001,7,11,2,ን/ስልክ,7,በባቡር የተገጨ,ባልተፈቀደ መንገድ መሻገር,0.0,0.0,19.0,2.0,5.0,Low
2017,9,11,0,አ/ቃሊቲ,8,የፋብሪካ ቃጠሎ,አይታወቅም,350000.0,12000.0,11.0,2.0,3.0,Medium
2017,9,11,0,ኦሮሚያ,ቡራዩ,የሼዶች ቃጠሎ,አይታወቅም ,1600000.0,34000.0,36.0,25.0,27.0,High
2017,10,11,2,መንአብቹ,ቃሰ ወሰርቢ ,የጎርፍ አደጋ ,2 ከባድ ዝናብ ,8000.0,0.0,3.0,15.0,15.0,Low
2017,11,11,5,ልደታ ,9,በሊፍት የተያዘ ሰው,የቴክኒክ ችግር ,0.0,0.0,9.0,2.0,3.0,Low
2017,10,11,2,ገላን ፉሪ,0,የጎርፍ አደጋ ,ከባድ ዝናብ,500000.0,0.0,48.0,13.0,14.0,Medium
2017,12,11,0,አ/ቃሊቲ,9,የቤት ቃጠሎ,ኤሌክትሪክ,850000.0,12000.0,15.0,7.0,8.0,Medium
2017,11,13,0,ጉለሌ,3,የቤት ቃጠሎ,አይታወቅም,300000.0,12000.0,15.0,2.0,3.0,Medium
2017,11,13,0,ኮልፌ,4,የጎርፍ አደጋ ,ከባድ ዝናብ,200000.0,0.0,11.0,3.0,4.0,Medium
2017,11,14,1,ን/ስልክ,6,ወንዝ ውስጥ የገባ ሰው ,አይታወቅም ,0.0,0.0,9.0,2.0,3.0,Low
2017,11,14,1,እምቦ,ኦሮሚያ ,የፍሳሽ ማጣሪያ ጉድጓድ የገባ ,አይታወቅም ,0.0,0.0,11.0,6.0,5.0,Low
2017,11,14,1,አ/ከተማ ,5,የሱቅ ቃጠሎ,አይታወቅም ,350000.0,14000.0,15.0,2.0,2.0,Medium
2017,11,15,2,ን/ስልክ,10,የሱቆችና መኖሪያ ቤት ቃጠሎ,አይታወቅም ,900000.0,6000.0,9.0,2.0,3.0,Medium
2017,11,15,2,አ/ቃሊቲ,6,የኩሽና ቃጠሎ,አይታወቅም ,7000.0,1000.0,9.0,0.0,20.0,High
2017,11,16,3,ን/ስልክ,11,የቤት ቃጠሎ,ሻማ ,200000.0,16000.0,12.0,5.0,6.0,Medium
2017,11,16,3,አራዳ ,6,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,3.0,6.0,5.0,Low
2017,11,16,3,ቦሌ,3,የጎርፍ አደጋ ,ከባድ ዝናብ ,700000.0,0.0,7.0,4.0,5.0,Medium
2017,11,16,3,ቂርቆስ,7,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,61.0,1.5,2.0,Low
2017,11,17,4,ጉለሌ,7,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,11.0,5.0,5.0,Low
2017,11,17,4,ጉለሌ,9,የጎርፍ አደጋ ,ከባድ ዝናብ ,5000.0,0.0,4.0,5.0,5.0,Low
2017,11,17,4,ጉለሌ,8,የጎርፍ አደጋ ,ከባድ ዝናብ ,2000.0,0.0,4.0,10.0,10.0,Low
2017,11,17,4,ጉለሌ,9,የጎርፍ አደጋ ,የቱቦ መደፈን ,30000.0,0.0,3.0,15.0,10.0,Low
2017,11,17,4,አ/ከተማ ,10,የጎርፍ አደጋ ,ከባድ ዝናብ ,100000.0,0.0,3.0,10.0,13.0,Medium
2017,11,17,4,ጉለሌ,7,የጎርፍ አደጋ ,ከባድ ዝናብ ,2000.0,0.0,4.0,6.0,8.0,Low
2017,11,17,4,ጉለሌ,10፣11፣12,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,6.0,5.0,7.0,Low
2017,11,17,4,ጉለሌ,8,የጎርፍ አደጋ ,ከባድ ዝናብ ,50000.0,0.0,4.0,4.0,5.0,Low
2017,11,18,5,ለሚኩራ ,13,የክሎሪን ሊኬጅ ,የማሽን ማርጀት ,0.0,0.0,6.0,25.0,40.0,High
2017,11,19,6,ቂርቆስ,1,የጎርፍ አደጋ ,የቱቦ መደፈን ,10000.0,0.0,4.0,6.0,7.0,Low
2017,11,20,0,ቂርቆስ,8,የመኪና መገልበጥ ,ፍሬን በጥሶ ,100000.0,0.0,7.0,2.0,3.0,Medium
2017,11,18,5,ቦሌ,12,ወንዝ ውስጥ ገብቶ የሞተ ሰው ,አይታወቅም ,0.0,0.0,8.0,4.0,4.0,Low
2017,11,21,1,አራዳ ,2,የዛፍ መውደቅ ,ከባድ ንፋስ ,1500000.0,0.0,19.0,2.0,3.0,High
2017,11,22,2,የካ ,8,የጎርፍ አደጋ ,ከባድ ዝናብ ,50000.0,0.0,4.0,3.0,4.0,Low
2017,11,22,2,አ/ከተማ ,8,የሱቅ ቃጠሎ,አይታወቅም ,250000.0,13000.0,12.0,2.0,2.0,Medium
2017,11,23,3,ጉለሌ,4,የአነስተኛ ሼዶች ቃጠሎ ,አይታወቅም ,100000.0,6000.0,9.0,3.0,3.0,Medium
2017,11,23,3,ጉለሌ,5,ሽት ቤት የገባ ህፃን ,አይታወቅም ,0.0,0.0,9.0,1.0,1.0,Low
2017,11,24,4,አ/ቃሊቲ,1,ሽት ቤት የገባ ሰው ,አይታወቅም ,0.0,0.0,9.0,7.0,5.0,Low
2017,11,24,4,ን/ስልክ,11,የቤት ቃጠሎ,አይታወቅም ,300000.0,3000.0,9.0,3.0,3.0,Medium
2017,11,25,5,ቂርቆስ,9,የጎርፍ አደጋ ,የቱቦ መደፈን ,0.0,0.0,3.0,4.0,3.0,Low
2017,11,25,5,ቂርቆስ,9,የጎርፍ አደጋ ,ከባድ ዝናብ ,89000.0,0.0,10.0,4.0,4.0,Low
2017,11,25,5,ቂርቆስ,1,የጎርፍ አደጋ ,ከባድ ዝናብ ,100000.0,0.0,19.0,5.0,6.0,Medium
2017,11,26,6,ቂርቆስ,8,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,12.0,4.0,4.0,Low
2017,11,26,6,ቂርቆስ,1,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,8.0,4.0,5.0,Low
2017,11,26,6,ጉለሌ,9,የሳር ቃጠሎ,አይታወቅም ,10000.0,9000.0,15.0,4.0,3.0,Low
2017,11,27,0,ኮልፌ,7,የቴሌ ዳታ ሴንተር ቃጠሎ,አይታወቅም ,100000.0,3000.0,9.0,1.8,2.0,Medium
2017,11,27,0,ቦሌ,13,የቤት ቃጠሎ,ከኩሽና የተነሳ ,100000.0,6000.0,9.0,5.0,6.0,Medium
2017,11,28,1,ኮልፌ,9,ወንዝ ውስጥ ገብቶ የሞተ ሰው ,አይታወቅም ,0.0,0.0,9.0,8.0,9.0,Low
2017,11,28,1,ቂርቆስ,1,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,4.0,5.0,6.0,Low
2017,11,28,1,አራዳ ,8,መንገድ የዘጋ ዛፍ ,ከባድ ንፋስ ,0.0,0.0,5.0,2.0,2.0,Low
2017,11,30,3,ለሚኩራ ,3,የኮ.ቤት ቃጠሎ,አይታወቅም ,300000.0,6000.0,9.0,12.0,11.0,Medium
2017,1,12,3,ቡራዩ,ገፈርሳ,የቤት ቃጠሎ,አይታወቅም ,50000.0,9000.0,15.0,8.0,7.0,Low
2017,2,12,6,ን/ስልክ,1,የጎርፍ አደጋ ,ቱቦ መደፈን ,25000.0,0.0,7.0,9.0,35.0,High
2017,2,12,6,አ/ከተማ ,1,የቤትና የሱቅ ቃጠሎ,አይታወቅም ,2000000.0,42500.0,35.0,3.0,3.0,High
2017,3,12,6,ን/ስልክ,2,የቤት ቃጠሎ,አይታወቅም ,200000.0,6000.0,10.0,8.0,9.0,Medium
2017,3,12,6,ለሚኩራ ,9,የእስቶር ቃጠሎ,አይታወቅም ,2727500.0,42000.0,40.0,2.5,5.0,High
2017,4,12,2,አ/ከተማ ,10,የንግድ ቤት ቃጠሎ,በመተኮሻ ካውያ የተነሳ ,620000.0,37500.0,36.0,3.0,3.0,Medium
2017,1,12,3,አራዳ,1,የመኪና መገልበጥ ,አይታወቅም ,5000.0,0.0,9.0,2.0,3.0,Low
2017,3,12,6,ቦሌ,12,የካባ አደጋ ,ለዋና የገባ ,0.0,0.0,4.0,10.0,15.0,Low
2017,3,12,6,ጉለሌ,1,የመኪና አደጋ ,አይታወቅም,100000.0,0.0,16.0,5.0,6.0,Medium
2017,6,12,0,ለሚኩራ ,4,የኮንደሚንየም ቤት ቃጠሎ,ለልጆች ክብሪት ለኩሰው ,300000.0,9000.0,18.0,3.0,8.0,Medium
2017,8,12,5,አ/ቃሊቲ,8,ኮንቴነር ቃጠሎ,ንብረት ለማስወገድ,200000.0,18000.0,25.0,2.0,3.0,Medium
2017,11,12,6,አ/ቃሊቲ,12,የወፍጮ እና ፀጉር ቤታ ቃጠሎ,ኤ/ኮንታክት,3000000.0,12000.0,13.0,16.0,10.0,High
2017,12,12,1,ቦሌ,7,የቤት ቃጠሎ,ኤ/ኮንታክት,35000.0,3000.0,6.0,3.0,4.0,Low
2017,12,13,2,የካ ,5,የቤት ቃጠሎ,አይታወቅም,70000.0,6000.0,9.0,3.0,4.0,Low
2017,12,13,2,ቂርቆስ,9,የጎርፍ አደጋ ,ከባድ ዝናብ,0.0,0.0,17.0,12.0,42.0,High
2017,12,13,2,ቂርቆስ,9,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,7.0,8.0,9.0,Low
2017,12,13,2,አ/ከተማ ,4,መኪና ላይ የወደቀ ዛፍ ,ከባድ ዝናብ,25000.0,0.0,11.0,500.0,1.0,Low
2017,12,13,2,ኦሮሚያ ,መልካኖኖ,የመኪና አደጋ ,አይታወቅም,500000.0,0.0,11.0,5.0,6.0,Medium
2017,12,14,3,አ/ቃሊቲ,8,የፖል ቃጠሎ,ኤ/ኮንታክት,5000.0,6000.0,9.0,2.0,2.0,Low
2017,12,14,3,ቦሌ,13,የኪችን ቃጠሎ,ኤ/ኮንታክት,30000.0,6000.0,9.0,5.0,6.0,Low
2017,12,15,4,ኮልፌ,4,የቤት ቃጠሎ,አይታወቅም ,200000.0,32000.0,24.0,1.0,2.0,Medium
2017,11,12,6,አ/ቃሊቲ,3,ወንዝ የገባ ሰው ,አይታወቅም,0.0,0.0,9.0,5.0,6.0,Low
2017,10,12,3,ልደታ,10,የመኪና መገልበጥ ,አይታወቅም ,2000.0,0.0,17.0,5.0,6.0,Low
2017,12,16,5,ለሚኩራ ,13,መኪና ባቡር ሀዲድ ላይ መውጣት,አይታወቅም,200000.0,0.0,7.0,5.0,5.0,Medium
2017,12,17,6,የካ ,7,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,6.0,3.0,4.0,Low
2017,12,20,2,ቦሌ,5,የጎርፍ አደጋ ,ከባድ ዝናብ ,300000.0,0.0,8.0,7.0,8.0,Medium
2017,12,20,2,ን/ስልክ,14,የሱቀችና ግሮሰሪ ቃጠሎ ,አይታወቅም ,10000000.0,28000.0,24.0,7.0,7.0,High
2017,12,21,3,ልደታ ,10,በሊፍት የተያዘ ሰው ,አይታወቅም ,0.0,0.0,9.0,2.0,2.0,Low
2017,12,21,3,አ/ቃሊቲ,3,የጎርፍ አደጋ ,ከባድ ዝናብ ,850000.0,0.0,14.0,7.0,8.0,Medium
2017,12,23,5,ገፈርሳ ናኖ,ናኖ,የቤት ቃጠሎ,ኤ/ኮንታክት,5000000.0,6000.0,6.0,9.0,8.0,High
2017,12,24,6,አ/ቃሊቲ,8,የቤት ቃጠሎ,አይታወቅም ,100000.0,6000.0,9.0,3.0,3.0,Medium
2017,12,24,6,አ/ከተማ ,6,የሱቅ /ጫማ ቤት/,አይታወቅም ,100000.0,12000.0,12.0,3.0,3.0,Medium
2017,12,25,0,ኦሮሚያ ,ገድ ፈጃ ,ወንዝ ውስጥ ገብቶ የሞተ ሰው ,አይታወቅም ,0.0,0.0,9.0,9.0,10.0,Low
2017,12,27,2,ጉለሌ,6,የቤት ቃጠሎ,አይታወቅም ,110000.0,6000.0,9.0,4.0,5.0,Medium
2017,12,27,2,ልደታ,9,መኪና ቃጠሎ,አይታወቅም,50000.0,6000.0,9.0,1.0,1.0,Low
2017,12,27,2,ጉለሌ,8,የእንጀራ መጋገሪያ ሼድ,አይታወቅም,2000.0,1000.0,9.0,3.0,3.0,Low
2017,12,27,2,ቦሌ,6,ፖል ቃጠሎ,ኤ/ኮንታክት,20000.0,1500.0,4.0,3.0,3.0,Low
2017,12,27,2,ገላንሲዳማ,ገላን,ሰብስቴሽን ቃጠሎ,ሃይል መብዛት,4500000.0,6000.0,9.0,15.0,14.0,High
2017,12,28,3,ን/ስልክ,2,ወንዝ የገባ ሰው ,አይታወቅም,0.0,0.0,6.0,4.0,7.0,Low
2017,12,29,4,ኮልፌ,1,ጎርፍ,አይታወቅም,0.0,0.0,9.0,6.0,6.0,Low
2017,12,30,5,ቦሌ,3,ሆቴል ቃጠሎ,ኤ/ኮንታክት,5000000.0,28000.0,29.0,4.0,5.0,High
2017,12,30,5,ልደታ,10,የጎርፍ አደጋ ,ከባድ ዝናብ,150000.0,0.0,12.0,1.0,1.0,Medium
2017,12,25,0,ልደታ,6,መኪና መገልበጥ,አይታወቅም,500000.0,0.0,20.0,5.0,6.0,Medium
2017,12,26,1,ጉለሌ,7,የጎርፍ አደጋ ,ከባድ ዝናብ ,600000.0,0.0,3.0,5.0,2.0,Medium
2017,12,26,1,አ/ከተማ ,4,የጎርፍ አደጋ ,ከባድ ዝናብ ,0.0,0.0,8.0,2.0,3.0,Low
